#Format: JPTC-DARK/1
#Tool: jptc-collect 0.1.0
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-12T08:30:31.939Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Panasonic DC-S5M2
#Firmware: 
#Lens: none-bodycap
#ShutterType: mech
#Compression: lossless
#BitDepth: 14
#LongExposureNR: off (declared)
#AmbientC: 
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 6008x4008
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
ISO,ShutterSec,Channel,ColorIndex,N,FileA,FileB,BlackA,BlackB,StdA,StdB,StdAMasked,StdDiff,StdDiffClipped,DiffMean,Rejected
160,0.004999999888241291,C10,3,5752500,P2642066.RW2,P2642067.RW2,511.3830802259887,511.3851584528466,1.831087115168628,1.8319422344064353,1.7741019109655691,2.5702653255283745,2.4614445415118333,-0.0020782268578878747,21678
160,0.004999999888241291,C11,2,5752500,P2642066.RW2,P2642067.RW2,511.49764502390263,511.4957242937853,1.669540705888713,1.6688827658715095,1.606430850348443,2.3476236623905122,2.227815600414893,0.0019207301173402868,27458
200,0.004999999888241291,C00,0,5752500,P2642068.RW2,P2642069.RW2,511.3809790525858,511.37843494132983,2.174771624859225,2.1699463118985816,2.0967138463309487,3.060019602924644,2.9143881283663835,0.002544111255975663,21223
200,0.004999999888241291,C01,1,5752500,P2642068.RW2,P2642069.RW2,511.3358487614081,511.34165076053887,2.1516499191748433,2.1520728180683575,2.0793608281001896,3.022114162097562,2.8849092015414377,-0.00580199913081269,20218
200,0.004999999888241291,C10,3,5752500,P2642068.RW2,P2642069.RW2,511.3534066927423,511.3571341156019,2.1614625869235393,2.161410654699771,2.0858888411465744,3.033956952625838,2.8909857332517617,-0.0037274228596262493,21014
200,0.004999999888241291,C11,2,5752500,P2642068.RW2,P2642069.RW2,511.4204114732725,511.4206791829639,1.9904694567678223,1.9895481536669426,1.913824439651404,2.796797492146225,2.6537684248353908,-0.000267709691438505,23041
250,0.004999999888241291,C00,0,5752500,P2642070.RW2,P2642071.RW2,511.40770308561497,511.40606518904826,2.606242359324368,2.606992808754769,2.5026176358528165,3.671660998742121,3.4752284662372697,0.001637896566710126,23240
250,0.004999999888241291,C01,1,5752500,P2642070.RW2,P2642071.RW2,511.3891918296393,511.39477044763146,2.572192209913094,2.5741508713415002,2.4639295595937716,3.6119126148734457,3.404933966742011,-0.005578617992177314,28392
250,0.004999999888241291,C10,3,5752500,P2642070.RW2,P2642071.RW2,511.408973837462,511.4166367666232,2.5826220239413065,2.582633980199912,2.4794970587526985,3.6229531999481215,3.431677212567527,-0.007662929161234246,22587
250,0.004999999888241291,C11,2,5752500,P2642070.RW2,P2642071.RW2,511.4522176445024,511.451465275967,2.3839523912172313,2.383196279668832,2.2834487237566563,3.348586187938194,3.162478354628402,0.0007523685354193829,23756
320,0.004999999888241291,C00,0,5752500,P2642072.RW2,P2642073.RW2,511.44984441547155,511.19709326379837,3.15275891131391,3.1545729517916348,3.0078672597666665,4.440405502975189,4.169015743994708,0.25275115167318557,27845
320,0.004999999888241291,C01,1,5752500,P2642072.RW2,P2642073.RW2,511.17969978270315,511.1915730551934,3.1133087994432116,3.1136284128407,2.9773658472188314,4.3719072591562025,4.115947845010303,-0.011873272490221643,25674
320,0.004999999888241291,C10,3,5752500,P2642072.RW2,P2642073.RW2,511.2092530204259,511.2148566710126,3.1254868803605844,3.124346693721286,2.981698432266153,4.380602725265086,4.1159154873091905,-0.005603650586701434,26756
320,0.004999999888241291,C11,2,5752500,P2642072.RW2,P2642073.RW2,511.2480521512386,511.2612704041721,2.8834390151986864,2.884458735204801,2.74618486236706,4.049909905349017,3.795959190545815,-0.01321825293350717,27116
400,0.004999999888241291,C00,0,5752500,P2642074.RW2,P2642075.RW2,511.4547758365928,511.18156540634504,3.819835020001501,3.81824373970446,3.626255042571119,5.371456433261306,5.01834563115376,0.2732104302477184,28896
400,0.004999999888241291,C01,1,5752500,P2642074.RW2,P2642075.RW2,510.9767820947414,510.9679231638418,3.761457042950985,3.7603656710169684,3.581073432128873,5.278905194561536,4.943626856314117,0.008858930899608866,26911
400,0.004999999888241291,C10,3,5752500,P2642074.RW2,P2642075.RW2,511.27913533246414,511.0057538461538,3.7765683808915083,3.7791619423795346,3.5860312264592222,5.296459469278975,4.945062844065485,0.27338148631029985,28176
400,0.004999999888241291,C11,2,5752500,P2642074.RW2,P2642075.RW2,511.2641089960887,511.2473399391569,3.487486086008242,3.490939915240945,3.2964477630139815,4.894929044640966,4.5430765096693095,0.016769056931768795,33076
500,0.004999999888241291,C00,0,5752500,P2642076.RW2,P2642077.RW2,511.1981435897436,511.1942943068231,4.6175304924179,4.62158033155197,4.3707104326540716,6.503225476404253,6.052866138209439,0.003849282920469361,28422
500,0.004999999888241291,C01,1,5752500,P2642076.RW2,P2642077.RW2,511.00915497609736,511.01732498913515,4.541810563755554,4.544283933918953,4.296111084975444,6.376515128684306,5.926100462475005,-0.008170013037809648,30358
500,0.004999999888241291,C10,3,5752500,P2642076.RW2,P2642077.RW2,511.0567528900478,511.0613008257279,4.570616462566541,4.568056143173693,4.311094324511418,6.4002404069416095,5.927597527333098,-0.0045479356801390695,31788
500,0.004999999888241291,C11,2,5752500,P2642076.RW2,P2642077.RW2,511.0273969578444,511.02214689265537,4.233958146763029,4.237589214882078,3.98909995234007,5.944441946311794,5.507038258355707,0.00525006518904824,30146
640,0.004999999888241291,C00,0,5752500,P2642078.RW2,P2642079.RW2,511.71477687961755,511.71659365493264,1.8308502480649371,1.8313009986077495,1.7009794339938258,2.5412120378939616,2.327036519104393,-0.0018167753150803998,31978
640,0.004999999888241291,C01,1,5752500,P2642078.RW2,P2642079.RW2,511.61482937853106,511.6196269448066,1.7902396524222965,1.7914644525162458,1.665018833307922,2.486969632724888,2.2562909479703603,-0.004797566275532377,41957
640,0.004999999888241291,C10,3,5752500,P2642078.RW2,P2642079.RW2,511.43123163841807,511.4375568883094,1.825770339631417,1.8252692711955825,1.707666445972358,2.53802211248396,2.3284500068053577,-0.006325249891351586,31576
640,0.004999999888241291,C11,2,5752500,P2642078.RW2,P2642079.RW2,511.54496392872665,511.54837966101695,1.6985792944170737,1.6952430118725224,1.5537335428861665,2.324215747677179,2.1178808529050506,-0.0034157322903085614,35199
800,0.004999999888241291,C00,0,5752500,P2642080.RW2,P2642081.RW2,511.49447979139507,511.49833220338985,2.226507318497085,2.1919857108383067,2.0145156262792407,3.0651982678773626,2.7435640109444934,-0.003852411994784876,39197
800,0.004999999888241291,C01,1,5752500,P2642080.RW2,P2642081.RW2,511.4014002607562,511.4020561495002,2.17984096772692,2.179083932454154,2.015923134476957,3.0259908942720117,2.7421466540491073,-0.0006558887440243372,37671
800,0.004999999888241291,C10,3,5752500,P2642080.RW2,P2642081.RW2,511.50901521077793,511.50588631029984,2.1948748443692416,2.1946714538305727,2.028205451032292,3.0467758256791764,2.750568009055725,0.0031289004780530203,39268
800,0.004999999888241291,C11,2,5752500,P2642080.RW2,P2642081.RW2,511.61560295523685,511.6163527162103,2.0412247819620264,2.0354033845187294,1.8400698142040401,2.7869913723820225,2.4982564127894364,-0.0007497609734897871,42580
1000,0.004999999888241291,C00,0,5752500,P2642082.RW2,P2642083.RW2,511.4656092133855,511.46421225554104,2.661047309872799,2.661355505082778,2.448154381651297,3.680937051773888,3.2911997040186645,0.0013969578444154715,40675
1000,0.004999999888241291,C01,1,5752500,P2642082.RW2,P2642083.RW2,511.4162624945676,511.41933315949586,2.6132982376820397,2.610347726552645,2.395171081525349,3.61685894643171,3.245253416380051,-0.003070664928292047,38571
1000,0.004999999888241291,C10,3,5752500,P2642082.RW2,P2642083.RW2,511.5532837896567,511.55571090830074,2.627198414962385,2.6295657208285137,2.4126954532806666,3.6428802494256307,3.25794890255332,-0.0024271186440677967,40316
1000,0.004999999888241291,C11,2,5752500,P2642082.RW2,P2642083.RW2,511.61322885701867,511.6144803129074,2.4337299987785825,2.4350295321217814,2.221010720598143,3.3750299531666066,3.003241792784452,-0.0012514558887440244,41820
1250,0.004999999888241291,C00,0,5752500,P2642084.RW2,P2642085.RW2,511.5264384180791,511.5266673620165,3.2294360618406266,3.2224182805160306,2.9354846987374437,4.492880512077179,3.9699710125591894,-0.0002289439374185137,45947
1250,0.004999999888241291,C01,1,5752500,P2642084.RW2,P2642085.RW2,511.48928083441984,511.4937583659279,3.1914141178229416,3.1869620053150673,2.8942553756597684,4.41018116314459,3.9103088433161104,-0.004477531508039982,43716
1250,0.004999999888241291,C10,3,5752500,P2642084.RW2,P2642085.RW2,511.394601303781,511.4013248152977,3.216727506604256,3.220850273529676,2.924079258439271,4.458113812158567,3.939086636316685,-0.006723511516731856,45314
1250,0.004999999888241291,C11,2,5752500,P2642084.RW2,P2642085.RW2,511.45592159930465,511.4494397218601,2.9760405925781708,2.974805125631267,2.695050661480551,4.118983817424672,3.625841419184846,0.006481877444589309,45515
1600,0.004999999888241291,C00,0,5752500,P2642086.RW2,P2642087.RW2,511.3198727509778,511.3282053020426,3.9528822465420785,3.953715941060762,3.575784470373131,5.502830592120966,4.829550268314497,-0.008332551064754454,47043
1600,0.004999999888241291,C01,1,5752500,P2642086.RW2,P2642087.RW2,511.3078757062147,511.3051435028249,3.90637169810676,3.9055570182438295,3.5254368898866435,5.3988717929734324,4.751880633184012,0.0027322033898305085,44550
1600,0.004999999888241291,C10,3,5752500,P2642086.RW2,P2642087.RW2,511.257419382877,511.2517759235115,3.9278226967918184,3.925487449952561,3.5476172261688848,5.431676857131669,4.764009072569754,0.005643459365493264,46483
1600,0.004999999888241291,C11,2,5752500,P2642086.RW2,P2642087.RW2,511.55125041286396,511.30604693611474,3.644287934275323,3.6496306059175945,3.2786508861204,5.0382534032857835,4.423401794411468,0.24520347674923945,44616
2000,0.004999999888241291,C00,0,5752500,P2642088.RW2,P2642089.RW2,511.37043876575405,511.3706857887875,4.843830528948539,4.833350712944429,4.360914540832639,6.732247639069607,5.874116446964968,-0.0002470230334637114,46195
2000,0.004999999888241291,C01,1,5752500,P2642088.RW2,P2642089.RW2,511.13247196870924,511.1266802259887,4.771888020942559,4.779656611727291,4.293450185469958,6.595793604317631,5.77518813749442,0.0057917427205562795,44126
2000,0.004999999888241291,C10,3,5752500,P2642088.RW2,P2642089.RW2,511.13846014776186,511.1308799652325,4.797814304225097,4.807598402242094,4.313355842266454,6.636316405840309,5.785816528266108,0.007580182529335072,45627
2000,0.004999999888241291,C11,2,5752500,P2642088.RW2,P2642089.RW2,511.3995395045632,511.4006075619296,4.4658862808762665,4.472996032202679,4.000015144762732,6.175083459128889,5.360974213549433,-0.001068057366362451,48135
2500,0.004999999888241291,C00,0,5752500,P2642090.RW2,P2642091.RW2,511.13993011734027,511.1508351151673,5.942772380263251,5.950524041321174,5.338274019248065,8.262876132183317,7.183749272575648,-0.010904997827031726,45546
2500,0.004999999888241291,C01,1,5752500,P2642090.RW2,P2642091.RW2,510.95295662755325,511.2202644067797,5.865881589900654,5.871482992455819,5.234611897419225,8.08928008124411,7.0209191079780915,-0.2673077792264233,47174
2500,0.004999999888241291,C10,3,5752500,P2642090.RW2,P2642091.RW2,511.0300552803129,511.0331707953064,5.913973988107477,5.905870772896122,5.276504355352077,8.160906170868799,7.036593593387716,-0.0031155149934810954,49547
2500,0.004999999888241291,C11,2,5752500,P2642090.RW2,P2642091.RW2,511.2561449804433,511.25367614080835,5.4813804552082,5.452677746708477,4.873923111714687,7.57683764680223,6.52869391847017,0.00246883963494133,49717
3200,0.004999999888241291,C00,0,5752500,P2642092.RW2,P2642093.RW2,511.2053215123859,511.209291438505,7.312694893819049,7.307759495023767,6.514521949877569,10.158101174628754,8.740866861540917,-0.003969926119078661,49173
3200,0.004999999888241291,C01,1,5752500,P2642092.RW2,P2642093.RW2,510.7748168622338,510.7757434159061,7.219230048450012,7.197357025318496,6.4032877332495595,9.937209156519792,8.574801077875765,-0.0009265536723163842,46827
3200,0.004999999888241291,C10,3,5752500,P2642092.RW2,P2642093.RW2,510.9512813559322,510.9502070404172,7.285112840397619,7.282020038597685,6.467125485184857,10.029311305337256,8.615112394073694,0.0010743155149934812,48728
3200,0.004999999888241291,C11,2,5752500,P2642092.RW2,P2642093.RW2,511.13856862233814,511.14443355063014,6.72480439629879,6.710079049981203,5.953374442957411,9.295888933826157,7.954451824512233,-0.005864928292046936,51169
4000,0.004999999888241291,C00,0,5752500,P2642094.RW2,P2642095.RW2,510.99175662755323,511.25185501955673,8.996368904210193,9.002043386730284,7.994044394472013,12.475480398446802,10.70474797750222,-0.26009839200347673,49085
4000,0.004999999888241291,C01,1,5752500,P2642094.RW2,P2642095.RW2,510.62891820947414,510.60346440677966,8.850262049441717,8.83894789901023,7.843711879821448,12.22011865778227,10.476010796064758,0.02545380269448066,49804
4000,0.004999999888241291,C10,3,5752500,P2642094.RW2,P2642095.RW2,510.64503207301175,510.62968031290745,8.97151776541801,8.963780590711858,7.928858167953763,12.33430778118655,10.52168284541391,0.015351760104302477,52461
4000,0.004999999888241291,C11,2,5752500,P2642094.RW2,P2642095.RW2,510.8042715341156,510.7811290743155,8.283147648856852,8.269144490413149,7.314058451999762,11.44848590414111,9.765841788486554,0.023142459800086917,49050
5000,0.004999999888241291,C00,0,5752500,P2642096.RW2,P2642097.RW2,510.72996453715774,510.7336052151239,11.098621130822725,11.107042563514117,9.794045479499056,15.410454841562466,13.092394296705589,-0.003640677966101695,51311
5000,0.004999999888241291,C01,1,5752500,P2642096.RW2,P2642097.RW2,510.20448813559324,510.1721840938722,10.87855942850413,10.882536141414702,9.588881113386135,15.066653872938545,12.792077041005106,0.03230404172099088,51665
5000,0.004999999888241291,C10,3,5752500,P2642096.RW2,P2642097.RW2,510.35688709256846,510.341481095176,11.032289710465323,11.049373377709601,9.726300190035065,15.181505412463013,12.891870353054221,0.015405997392438071,51387
5000,0.004999999888241291,C11,2,5752500,P2642096.RW2,P2642097.RW2,510.68056497175144,510.42065084745764,10.177335863322204,10.170288612196416,8.968793002334543,14.050777830060268,11.939903885744174,0.2599141242937853,50531
6400,0.004999999888241291,C00,0,5752500,P2642098.RW2,P2642099.RW2,510.5150656236419,510.5354779661017,13.620329890487163,13.636861658347772,11.99661631237223,18.889322853239506,16.00964796903641,-0.020412342459800087,50636
6400,0.004999999888241291,C01,1,5752500,P2642098.RW2,P2642099.RW2,509.7933272490222,510.32697157757497,13.386785924425173,13.38375134891755,11.770470423277974,18.50727891389214,15.658082689637503,-0.5336443285528031,51299
6400,0.004999999888241291,C10,3,5752500,P2642098.RW2,P2642099.RW2,510.1358687527162,510.12270699695785,13.571448749347965,13.581767727679269,11.906939778929805,18.669066970267433,15.768340245355517,0.013161755758365928,52462
6400,0.004999999888241291,C11,2,5752500,P2642098.RW2,P2642099.RW2,510.13467535853977,510.41121946979575,12.553483957746089,12.539592058510891,10.981334975132217,17.31694562107499,14.582856780028724,-0.27654411125597567,52743
8000,0.004999999888241291,C00,0,5752500,P2642100.RW2,P2642101.RW2,510.0793194263364,510.06044954367667,16.816367906190894,16.79636563635009,14.726084971753512,23.254666017973207,19.591817534957663,0.018869882659713167,52898
8000,0.004999999888241291,C01,1,5752500,P2642100.RW2,P2642101.RW2,509.69503468057366,509.6953084745763,16.50645226900284,16.50040979226449,14.446720495215134,22.80640526525984,19.193155969920273,-0.00027379400260756195,52086
8000,0.004999999888241291,C10,3,5752500,P2642100.RW2,P2642101.RW2,509.4722039113429,509.7309421990439,16.73441175851988,16.730020771574637,14.623202555094961,23.00024062387159,19.308445043829717,-0.25873828770099955,54183
8000,0.004999999888241291,C11,2,5752500,P2642100.RW2,P2642101.RW2,510.1893326379835,509.6864036505867,15.465013943312997,15.47335361495257,13.498335509859267,21.32697457858845,17.90498966793109,0.502928987396784,52714
10000,0.004999999888241291,C00,0,5752500,P2642102.RW2,P2642103.RW2,509.8103907866145,509.8202463276836,20.804501551915465,20.755120407496108,18.133904674510017,28.71831918708696,24.055210022421328,-0.009855541069100391,53174
10000,0.004999999888241291,C01,1,5752500,P2642102.RW2,P2642103.RW2,508.7547076923077,509.0500528465884,20.385628367666317,20.362764502377793,17.78753204068081,28.11777782857373,23.578632495787236,-0.2953451542807475,53200
10000,0.004999999888241291,C10,3,5752500,P2642102.RW2,P2642103.RW2,509.3543881790526,509.1235826162538,20.69919091497835,20.716598161996245,18.00175859340207,28.4762237206445,23.73934568265466,0.23080556279878314,55257
10000,0.004999999888241291,C11,2,5752500,P2642102.RW2,P2642103.RW2,509.467735071708,509.18677131681875,19.107080064070278,19.100519732097506,16.605788723054353,26.33571409784659,21.96601172075251,0.28096375488917863,54291
12800,0.004999999888241291,C00,0,5752500,P2642104.RW2,P2642105.RW2,509.7769778357236,509.2024013906997,25.511408881472185,25.54445573367824,22.30967378699171,35.27465411745927,29.60332402205601,0.5745764450239027,54052
12800,0.004999999888241291,C01,1,5752500,P2642104.RW2,P2642105.RW2,508.3578645806171,508.79781781833987,25.235610157246057,25.23222359458167,21.934754005150676,34.81229975297093,28.986590584684443,-0.43995323772272926,54171
12800,0.004999999888241291,C10,3,5752500,P2642104.RW2,P2642105.RW2,509.02540217296826,508.9785581920904,25.61366810448567,25.589772471154856,22.202292590722184,35.15129773160334,29.206493836890328,0.046843980877879186,55794
12800,0.004999999888241291,C11,2,5752500,P2642104.RW2,P2642105.RW2,509.2567290743155,508.96419626249457,23.44615362244357,23.439515468445038,20.47011398776255,32.27658203893692,27.091168022942977,0.2925328118209474,54582
16000,0.004999999888241291,C00,0,5752500,P2642106.RW2,P2642107.RW2,508.9988968274663,509.63333281182094,30.554999091959555,30.547886891499445,27.570007599445635,42.11607370213844,36.728369865529196,-0.6344359843546284,51257
16000,0.004999999888241291,C01,1,5752500,P2642106.RW2,P2642107.RW2,508.5145682746632,507.5783673185571,31.396681300340553,31.40906654277622,27.25953187073653,43.2359130442382,35.98062073032775,0.9362009561060408,55208
16000,0.004999999888241291,C10,3,5752500,P2642106.RW2,P2642107.RW2,508.2180750977836,508.72107953063886,31.820590583936756,31.79368795775962,27.572999809799907,43.6677456411657,36.25686271538409,-0.5030044328552803,56425
16000,0.004999999888241291,C11,2,5752500,P2642106.RW2,P2642107.RW2,508.5041084745763,508.5717246414602,28.03531333061955,28.04356323741875,25.333976639016566,38.50977096730012,33.61490999637759,-0.06761616688396349,51772
20000,0.004999999888241291,C00,0,5752500,P2642108.RW2,P2642109.RW2,509.00065901781835,508.66877687961755,36.32725335259117,36.33953835419221,34.46617804257813,49.95312534772491,46.2678066847214,0.3318821382007823,39072
20000,0.004999999888241291,C01,1,5752500,P2642108.RW2,P2642109.RW2,506.55989430682314,506.9513905258583,38.13864856173167,38.16719498141402,34.12940517372493,52.52180419952825,45.2586212714138,-0.3914962190352021,52180
20000,0.004999999888241291,C10,3,5752500,P2642108.RW2,P2642109.RW2,508.2599073446328,507.5933691438505,38.6682058476438,38.632556530055275,34.4878071358966,53.0115917883448,45.548146362092844,0.6665382007822686,54210
20000,0.004999999888241291,C11,2,5752500,P2642108.RW2,P2642109.RW2,508.3055727075185,507.6349197740113,33.35558550196725,33.37670068849764,31.626241393806144,45.78476280669059,42.38741487825288,0.6706529335071708,40167
25600,0.004999999888241291,C00,0,5752500,P2642110.RW2,P2642111.RW2,507.4814065189048,508.4191469795741,43.663426859931405,43.649077078018145,42.928863418106026,59.9092873836528,58.208166075770606,-0.9377404606692742,18638
25600,0.004999999888241291,C01,1,5752500,P2642110.RW2,P2642111.RW2,506.1042694480661,505.81120886571057,44.81400803544793,44.81019247104535,42.62681502503695,61.469766951684505,57.11617313610014,0.2930605823554976,38135
25600,0.004999999888241291,C10,3,5752500,P2642110.RW2,P2642111.RW2,506.83958418079095,506.02667779226425,45.25463049398193,45.3024419653314,43.03991787995044,61.94588144940046,57.538688042126054,0.8129063885267275,38648
25600,0.004999999888241291,C11,2,5752500,P2642110.RW2,P2642111.RW2,506.6071122120817,506.93713150804,40.20124284208665,40.19524462027138,39.46123209701554,55.094179885474155,53.40402444242051,-0.330019295958279,20481
32000,0.004999999888241291,C00,0,5752500,P2642112.RW2,P2642113.RW2,507.4619980877879,506.9855485441113,54.31881327771191,54.27621312972815,53.666207442487554,74.47280327933692,72.92424518104407,0.4764495436766623,14071
32000,0.004999999888241291,C01,1,5752500,P2642112.RW2,P2642113.RW2,504.7297420252064,505.43912507605387,55.378623929419106,55.448123145748184,53.55130602971801,75.94779277802122,72.0206388879215,-0.7093830508474577,31089
32000,0.004999999888241291,C10,3,5752500,P2642112.RW2,P2642113.RW2,506.1527994784876,503.98874628422425,55.931121280031675,55.91946926388905,54.09021406768752,76.41031257201152,72.48722373515582,2.1640531942633636,31348
32000,0.004999999888241291,C11,2,5752500,P2642112.RW2,P2642113.RW2,506.7719487179487,504.6342852672751,49.99759625386533,50.02860028567944,49.294800999228436,68.54431432465023,66.95723184724773,2.13766345067362,15472
40000,0.004999999888241291,C00,0,5752500,P2642114.RW2,P2642115.RW2,506.32586214689263,505.60231238591916,67.4154522644667,67.40059267178631,66.74620346400998,92.4680414961878,90.98085079286963,0.7235497609734898,10680
40000,0.004999999888241291,C01,1,5752500,P2642114.RW2,P2642115.RW2,504.38247787918294,501.5223970447631,68.71505550008595,68.74804939014427,67.2205292934312,94.10621423387552,90.68863913733968,2.8600808344198176,23639
40000,0.004999999888241291,C10,3,5752500,P2642114.RW2,P2642115.RW2,501.84685267275097,503.17310786614513,69.28359921327458,69.35991100407047,67.81663194659578,94.65554944654976,91.24268424286173,-1.3262551933941764,23617
40000,0.004999999888241291,C11,2,5752500,P2642114.RW2,P2642115.RW2,502.66288552803127,503.40531873098655,62.00310600772511,62.02369927306395,61.258086726939666,85.05010409867445,83.41404408800145,-0.7424332029552368,12546
51200,0.004999999888241291,C00,0,5752500,P2642116.RW2,P2642117.RW2,503.8814852672751,503.8357807909604,82.0268964552125,81.99173297449371,81.01351053855652,112.66810013621867,110.7183439766939,0.0457044763146458,10462
51200,0.004999999888241291,C01,1,5752500,P2642116.RW2,P2642117.RW2,502.4884538896132,501.8246929161234,84.51503346562835,84.51983455259722,83.61770667716712,115.60863168801984,113.40844333416598,0.663760973489787,13576
51200,0.004999999888241291,C10,3,5752500,P2642116.RW2,P2642117.RW2,500.1428086918731,500.2439504563233,85.2392805705059,85.20599425700209,84.34805139013012,116.33700800688098,114.12314532800755,-0.10114176445023902,13480
51200,0.004999999888241291,C11,2,5752500,P2642116.RW2,P2642117.RW2,500.1394352020861,500.9982684050413,75.00655079014182,75.00098358770899,73.78510607583758,103.08934318611968,100.83089393825307,-0.8588332029552369,12844
