#Format: JPTC-ISOGAIN/1
#Tool: jptc-collect 0.1.0
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-12T14:33:33.700Z
#
# Every value below is as measured. No correction of any kind has been
# applied, and no black level has been subtracted. The black level belongs
# to the dark set, which is why that one is shot first.
#
#Camera: Panasonic DC-S1RM2
#ImageWidth: 8144
#ImageHeight: 5424
#ImagePixels: 44173056
#Firmware: 
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 无损压缩
#LongExposureNR: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 8152x5432
#SensorBlackTag: 512
#SensorMaximum: 16319
#Ladder: auto-shutter
#CropMosaic: 8000x5000
#PlanePerChannel: 4000x2500
# ShutterSec is the NOMINAL time from the file. A mechanical shutter
# departs from it systematically and unreadably, which is what the
# paired-shutter ladder exists to sidestep.
# ShutterSec is what LibRaw resolved the shutter to, and which EXIF field it
# took depends on the camera: ExposureTime normally, ShutterSpeedValue when
# that is missing, and for some vendors a maker-note field instead. It is also
# a float, so a stored 10/2500 comes back as 0.004000000189989805 -- that tail
# is float32 rounding, not information from the camera.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field. Which of them to trust is an analysis decision.
#
# g1/g2 = (t1/t2) * (Mean2 - BL2) / (Mean1 - BL1), with BL from the dark set.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Aperture,ShutterGroup,File,Channel,ColorIndex,N,Mean,Std,ClipFrac
200,0.5,10/20,,0,0.500000,P1019572.RW2,C11,2,10000000,1534.5339189,122.97382844404676,0
250,0.4000000059604645,10/25,,0,0.400000,P1019573.RW2,C00,0,10000000,1346.8858548,108.24089466408876,0
250,0.4000000059604645,10/25,,0,0.400000,P1019573.RW2,C01,1,10000000,2009.6211399,170.38251805385158,0
250,0.4000000059604645,10/25,,0,0.400000,P1019573.RW2,C10,3,10000000,2022.3437621,173.1059598157014,0
250,0.4000000059604645,10/25,,0,0.400000,P1019573.RW2,C11,2,10000000,1540.8172882,124.30712628493251,0
320,0.3125,10/32,,0,0.312500,P1019574.RW2,C00,0,10000000,1344.665123,108.64914317188742,0
320,0.3125,10/32,,0,0.312500,P1019574.RW2,C01,1,10000000,2006.0452826,170.692295171397,0
320,0.3125,10/32,,0,0.312500,P1019574.RW2,C10,3,10000000,2018.7282475,173.38819695278121,0
320,0.3125,10/32,,0,0.312500,P1019574.RW2,C11,2,10000000,1538.4571225,124.62376753898077,0
400,0.25,10/40,,0,0.250000,P1019575.RW2,C00,0,10000000,1345.0555487,108.3292470903657,0
400,0.25,10/40,,0,0.250000,P1019575.RW2,C01,1,10000000,2007.7521489,170.42267958556343,0
400,0.25,10/40,,0,0.250000,P1019575.RW2,C10,3,10000000,2020.4125077,173.03803237815805,0
400,0.25,10/40,,0,0.250000,P1019575.RW2,C11,2,10000000,1539.2032983,123.99909159956776,0
500,0.20000000298023224,10/50,,0,0.200000,P1019576.RW2,C00,0,10000000,1342.3137774,109.07702288728161,0
500,0.20000000298023224,10/50,,0,0.200000,P1019576.RW2,C01,1,10000000,2001.7158503,170.94430531093735,0
500,0.20000000298023224,10/50,,0,0.200000,P1019576.RW2,C10,3,10000000,2014.362618,173.583759605244,0
500,0.20000000298023224,10/50,,0,0.200000,P1019576.RW2,C11,2,10000000,1535.5560636,124.6966476878642,0
640,0.1666666716337204,10/60,,0,0.166667,P1019577.RW2,C00,0,10000000,1338.232984,109.9535816171326,0
640,0.1666666716337204,10/60,,0,0.166667,P1019577.RW2,C01,1,10000000,1994.1097295,171.66184141538182,0
640,0.1666666716337204,10/60,,0,0.166667,P1019577.RW2,C10,3,10000000,2006.857894,174.2528333328235,0
640,0.1666666716337204,10/60,,0,0.166667,P1019577.RW2,C11,2,10000000,1530.6799534,125.54518068854196,0
800,0.125,10/80,,0,0.125000,P1019578.RW2,C00,0,10000000,1337.7260748,111.7054283237937,0
800,0.125,10/80,,0,0.125000,P1019578.RW2,C01,1,10000000,1992.6027792,173.3137211296538,0
800,0.125,10/80,,0,0.125000,P1019578.RW2,C10,3,10000000,2005.1577023,175.8732041438671,0
800,0.125,10/80,,0,0.125000,P1019578.RW2,C11,2,10000000,1529.9867525,127.35736809146137,0
1000,0.10000000149011612,10/100,,0,0.100000,P1019579.RW2,C00,0,10000000,1339.0467675,113.82089451335013,0
1000,0.10000000149011612,10/100,,0,0.100000,P1019579.RW2,C01,1,10000000,1995.8691576,175.95737164078724,0
1000,0.10000000149011612,10/100,,0,0.100000,P1019579.RW2,C10,3,10000000,2008.4069115,178.41980154200414,0
1000,0.10000000149011612,10/100,,0,0.100000,P1019579.RW2,C11,2,10000000,1531.6639379,129.5078485499334,0
1250,0.07692307978868484,10/130,,0,0.0769231,P1019580.RW2,C00,0,10000000,1335.3373124,115.78084144399594,0
1250,0.07692307978868484,10/130,,0,0.0769231,P1019580.RW2,C01,1,10000000,1989.5079903,177.9992446138745,0
1250,0.07692307978868484,10/130,,0,0.0769231,P1019580.RW2,C10,3,10000000,2002.0369924,180.54678041545668,0
1250,0.07692307978868484,10/130,,0,0.0769231,P1019580.RW2,C11,2,10000000,1527.2954739,131.38331851430374,0
1600,0.06666667014360428,10/150,,0,0.0666667,P1019581.RW2,C00,0,10000000,1335.1065497,118.76981822119313,0
1600,0.06666667014360428,10/150,,0,0.0666667,P1019581.RW2,C01,1,10000000,1988.9626947,181.45397414213787,0
1600,0.06666667014360428,10/150,,0,0.0666667,P1019581.RW2,C10,3,10000000,2001.6759162,183.9598346965984,0
1600,0.06666667014360428,10/150,,0,0.0666667,P1019581.RW2,C11,2,10000000,1527.307688,134.4804642592637,0
2000,0.05000000074505806,10/200,,0,0.0500000,P1019582.RW2,C00,0,10000000,1334.6164788,122.51885048335423,0
2000,0.05000000074505806,10/200,,0,0.0500000,P1019582.RW2,C01,1,10000000,1988.342398,185.758920653581,0
2000,0.05000000074505806,10/200,,0,0.0500000,P1019582.RW2,C10,3,10000000,2000.7701087,188.24722239406688,0
2000,0.05000000074505806,10/200,,0,0.0500000,P1019582.RW2,C11,2,10000000,1526.6964065,138.23250970422998,0
2500,0.03999999910593033,10/250,,0,0.0400000,P1019583.RW2,C00,0,10000000,1337.5854771,127.55940269932803,0
2500,0.03999999910593033,10/250,,0,0.0400000,P1019583.RW2,C01,1,10000000,1992.5434969,191.75281549470958,0
2500,0.03999999910593033,10/250,,0,0.0400000,P1019583.RW2,C10,3,10000000,2005.1921585,194.13755727146525,0
2500,0.03999999910593033,10/250,,0,0.0400000,P1019583.RW2,C11,2,10000000,1530.1350548,143.35341052101705,0
3200,0.03333333507180214,10/300,,0,0.0333333,P1019584.RW2,C00,0,10000000,1335.5587005,132.98762043155486,0
3200,0.03333333507180214,10/300,,0,0.0333333,P1019584.RW2,C01,1,10000000,1989.5635169,198.0585960253305,0
3200,0.03333333507180214,10/300,,0,0.0333333,P1019584.RW2,C10,3,10000000,2002.1352077,200.37409063443678,0
3200,0.03333333507180214,10/300,,0,0.0333333,P1019584.RW2,C11,2,10000000,1527.8181769,148.86477889982606,0
4000,0.02500000037252903,10/400,,0,0.0250000,P1019585.RW2,C00,0,10000000,1337.8949145,139.2436870929574,0
4000,0.02500000037252903,10/400,,0,0.0250000,P1019585.RW2,C01,1,10000000,1993.6679266,205.3184061495985,0
4000,0.02500000037252903,10/400,,0,0.0250000,P1019585.RW2,C10,3,10000000,2006.1551295,207.66701288383723,0
4000,0.02500000037252903,10/400,,0,0.0250000,P1019585.RW2,C11,2,10000000,1528.8420962,154.9414637754259,0
5000,0.019999999552965164,10/500,,0,0.0200000,P1019586.RW2,C00,0,10000000,1336.7479962,146.99643472647878,0
5000,0.019999999552965164,10/500,,0,0.0200000,P1019586.RW2,C01,1,10000000,1988.7748051,214.15671753896524,0
5000,0.019999999552965164,10/500,,0,0.0200000,P1019586.RW2,C10,3,10000000,2001.1170457,216.44556330001515,0
5000,0.019999999552965164,10/500,,0,0.0200000,P1019586.RW2,C11,2,10000000,1526.917569,162.82621907648684,0
6400,0.01666666753590107,10/600,,0,0.0166667,P1019588.RW2,C00,0,10000000,1333.7313806,155.9859368520068,0
6400,0.01666666753590107,10/600,,0,0.0166667,P1019588.RW2,C01,1,10000000,1983.8945507,224.83599682275175,0
6400,0.01666666753590107,10/600,,0,0.0166667,P1019588.RW2,C10,3,10000000,1996.0528739,227.2991633173287,0
6400,0.01666666753590107,10/600,,0,0.0166667,P1019588.RW2,C11,2,10000000,1523.8679571,171.97555922899542,0
8000,0.012500000186264515,10/800,,0,0.0125000,P1019589.RW2,C00,0,10000000,1328.6052486,167.02837876413312,0
8000,0.012500000186264515,10/800,,0,0.0125000,P1019589.RW2,C01,1,10000000,1976.9361351,238.7462074332512,0
8000,0.012500000186264515,10/800,,0,0.0125000,P1019589.RW2,C10,3,10000000,1989.2309713,240.91029042345917,0
8000,0.012500000186264515,10/800,,0,0.0125000,P1019589.RW2,C11,2,10000000,1518.1137723,183.30964431928757,0
10000,0.009999999776482582,10/1000,,0,0.0100000,P1019590.RW2,C00,0,10000000,1329.5394876,180.75542781112017,0
10000,0.009999999776482582,10/1000,,0,0.0100000,P1019590.RW2,C01,1,10000000,1979.5294393,256.1351513874653,0
10000,0.009999999776482582,10/1000,,0,0.0100000,P1019590.RW2,C10,3,10000000,1991.9354443,258.2336364680164,0
10000,0.009999999776482582,10/1000,,0,0.0100000,P1019590.RW2,C11,2,10000000,1520.0094962,197.901821736325,0
12800,0.00800000037997961,10/1250,,0,0.00800000,P1019592.RW2,C00,0,10000000,1326.552767,195.61595703110763,0
12800,0.00800000037997961,10/1250,,0,0.00800000,P1019592.RW2,C01,1,10000000,1974.2157981,274.92246392704374,0
12800,0.00800000037997961,10/1250,,0,0.00800000,P1019592.RW2,C10,3,10000000,1987.4138128,277.27254986332264,0
12800,0.00800000037997961,10/1250,,0,0.00800000,P1019592.RW2,C11,2,10000000,1517.0623614,213.90574154505282,0
16000,0.0062500000931322575,10/1600,,0,0.00625000,P1019593.RW2,C00,0,10000000,1325.8375501,213.00056493775722,0
16000,0.0062500000931322575,10/1600,,0,0.00625000,P1019593.RW2,C01,1,10000000,1972.8612465,298.13465014648654,0
16000,0.0062500000931322575,10/1600,,0,0.00625000,P1019593.RW2,C10,3,10000000,1984.6511816,300.3724103565775,0
16000,0.0062500000931322575,10/1600,,0,0.00625000,P1019593.RW2,C11,2,10000000,1516.7239905,233.20306391812412,0
20000,0.004999999888241291,10/2000,,0,0.00500000,P1019594.RW2,C00,0,10000000,1322.8574476,232.82519839819622,0
20000,0.004999999888241291,10/2000,,0,0.00500000,P1019594.RW2,C01,1,10000000,1969.9165646,325.58874692033737,0
20000,0.004999999888241291,10/2000,,0,0.00500000,P1019594.RW2,C10,3,10000000,1981.4110012,327.65822276721116,0
20000,0.004999999888241291,10/2000,,0,0.00500000,P1019594.RW2,C11,2,10000000,1514.8120472,255.9661311760073,0
25600,0.004000000189989805,10/2500,,0,0.00400000,P1019595.RW2,C00,0,10000000,1324.1538384,255.74991312754395,0
25600,0.004000000189989805,10/2500,,0,0.00400000,P1019595.RW2,C01,1,10000000,1971.351684,357.807859123158,0
25600,0.004000000189989805,10/2500,,0,0.00400000,P1019595.RW2,C10,3,10000000,1986.2246727,359.86223022175426,0
25600,0.004000000189989805,10/2500,,0,0.00400000,P1019595.RW2,C11,2,10000000,1516.6167721,282.5027764080421,0
32000,0.0031250000465661287,10/3200,,0,0.00312500,P1019596.RW2,C00,0,10000000,1316.9539813,280.19622176928624,0
32000,0.0031250000465661287,10/3200,,0,0.00312500,P1019596.RW2,C01,1,10000000,1962.4989386,394.09295418366423,0
32000,0.0031250000465661287,10/3200,,0,0.00312500,P1019596.RW2,C10,3,10000000,1975.7120754,396.36585919969866,0
32000,0.0031250000465661287,10/3200,,0,0.00312500,P1019596.RW2,C11,2,10000000,1510.1164431,311.4981517277872,0
40000,0.0024999999441206455,10/4000,,0,0.00250000,P1019597.RW2,C00,0,10000000,1314.3233802,309.26160874366553,0
40000,0.0024999999441206455,10/4000,,0,0.00250000,P1019597.RW2,C01,1,10000000,1959.6141189,438.0352582897791,0
40000,0.0024999999441206455,10/4000,,0,0.00250000,P1019597.RW2,C10,3,10000000,1970.7218227,440.20701240333983,0
40000,0.0024999999441206455,10/4000,,0,0.00250000,P1019597.RW2,C11,2,10000000,1507.1577726,346.3338441462687,0
51200,0.0020000000949949026,10/5000,,0,0.00200000,P1019598.RW2,C00,0,10000000,1313.7518218,343.5734704347265,0
51200,0.0020000000949949026,10/5000,,0,0.00200000,P1019598.RW2,C01,1,10000000,1960.219515,489.7591602774767,0
51200,0.0020000000949949026,10/5000,,0,0.00200000,P1019598.RW2,C10,3,10000000,1974.2752915,492.0498507210763,0
51200,0.0020000000949949026,10/5000,,0,0.00200000,P1019598.RW2,C11,2,10000000,1505.4733206,385.90948017771063,0
